2017-08-09T10:25:00,2017-08-09T10:30:00,http://static1.squarespace.com/static/5633f1a4e4b0c60008c25f5a/t/598b07a3e58c6247208c0e98/1502283684233/publicstagetest.mp3/original/publicstagetest.mp3
2017-08-09T11:15:00,2017-08-09T14:00:00,https://streams.wgbh.org/online/clas/bso/bso170730.mp3
2017-08-13T22:35:00,2017-08-13T22:40:00,https://streams.wgbh.org/online/clas/bso/bso170730.mp3
